Color_field,Retribuzione mensile netta,Ateneo,Gruppo disciplinare,Tipo di corso,Numero di laureati,Tasso di occupazione
Economico,1701.0,eCampus - telematica,Economico,Laurea di primo livello,1762,82.8
Economico,1581.0,*,Economico,Laurea magistrale biennale,17249,86.3
Economico,1400.0,Bari,Economico,Laurea magistrale biennale,292,81.6
Economico,1152.0,Basilicata,Economico,Laurea magistrale biennale,32,79.2
Economico,1628.0,Bergamo,Economico,Laurea magistrale biennale,417,91.4
Economico,1728.0,Bologna,Economico,Laurea magistrale biennale,1015,89.2
Economico,2167.0,Bolzano,Economico,Laurea magistrale biennale,74,100.0
Economico,1619.0,Brescia,Economico,Laurea magistrale biennale,196,90.4
Economico,1518.0,Cagliari,Economico,Laurea magistrale biennale,93,82.6
Economico,1339.0,Calabria,Economico,Laurea magistrale biennale,220,76.4
Economico,1394.0,Campania Luigi Vanvitelli,Economico,Laurea magistrale biennale,199,66.4
Economico,1439.0,Cassino e Lazio Meridionale,Economico,Laurea magistrale biennale,111,67.7
Economico,1488.0,Catania,Economico,Laurea magistrale biennale,181,82.0
Economico,1353.0,Catanzaro,Economico,Laurea magistrale biennale,55,57.9
Economico,1478.0,Chieti e Pescara,Economico,Laurea magistrale biennale,246,82.0
Economico,1491.0,Enna Kore,Economico,Laurea magistrale biennale,26,65.0
Economico,1520.0,Ferrara,Economico,Laurea magistrale biennale,206,85.9
Economico,1519.0,Firenze,Economico,Laurea magistrale biennale,339,88.6
Economico,1268.0,Foggia,Economico,Laurea magistrale biennale,86,69.8
Economico,1576.0,Genova,Economico,Laurea magistrale biennale,211,91.8
Economico,1821.0,Giustino Fortunato - telematica,Economico,Laurea magistrale biennale,86,87.5
Economico,1614.0,Insubria,Economico,Laurea magistrale biennale,133,88.6
Economico,1682.0,LIUC Carlo Cattaneo,Economico,Laurea magistrale biennale,408,93.3
Economico,1446.0,LUM Giuseppe Degennaro,Economico,Laurea magistrale biennale,168,89.5
Economico,1469.0,L’Aquila,Economico,Laurea magistrale biennale,58,65.7
Economico,1393.0,Macerata,Economico,Laurea magistrale biennale,58,85.7
Economico,1513.0,Marche Politecnica,Economico,Laurea magistrale biennale,313,88.7
Economico,1263.0,Messina,Economico,Laurea magistrale biennale,109,69.1
Economico,1682.0,Milano,Economico,Laurea magistrale biennale,325,87.5
Economico,1629.0,Milano Bicocca,Economico,Laurea magistrale biennale,539,91.4
Economico,1610.0,Milano IULM,Economico,Laurea magistrale biennale,51,93.1
Economico,1565.0,Modena e Reggio Emilia,Economico,Laurea magistrale biennale,469,92.1
Economico,1301.0,Molise,Economico,Laurea magistrale biennale,43,62.5
Economico,1428.0,Napoli Benincasa,Economico,Laurea magistrale biennale,33,76.0
Economico,1439.0,Napoli Federico II,Economico,Laurea magistrale biennale,640,81.3
Economico,1373.0,Napoli Parthenope,Economico,Laurea magistrale biennale,321,76.3
Economico,1650.0,Padova,Economico,Laurea magistrale biennale,331,79.6
Economico,1463.0,Palermo,Economico,Laurea magistrale biennale,145,78.1
Economico,1603.0,Parma,Economico,Laurea magistrale biennale,460,86.4
Economico,1697.0,Pavia,Economico,Laurea magistrale biennale,320,91.9
Economico,1419.0,Perugia,Economico,Laurea magistrale biennale,132,87.4
Economico,1617.0,Piemonte Orientale,Economico,Laurea magistrale biennale,163,91.9
Economico,1565.0,Pisa,Economico,Laurea magistrale biennale,370,86.0
Economico,1494.0,Reggio Calabria Mediterranea,Economico,Laurea magistrale biennale,44,86.7
Economico,1602.0,Roma Europea,Economico,Laurea magistrale biennale,37,85.2
Economico,1658.0,Roma LUMSA,Economico,Laurea magistrale biennale,111,81.4
Economico,1040.0,Roma Link,Economico,Laurea magistrale biennale,13,75.0
Economico,1590.0,Roma Sapienza,Economico,Laurea magistrale biennale,1477,88.3
Economico,1589.0,Roma Tor Vergata,Economico,Laurea magistrale biennale,600,86.3
Economico,1559.0,Roma Tre,Economico,Laurea magistrale biennale,375,90.3
Economico,1561.0,Roma UNINT,Economico,Laurea magistrale biennale,160,77.4
Economico,1400.0,Salento,Economico,Laurea magistrale biennale,131,82.9
Economico,1371.0,Salerno,Economico,Laurea magistrale biennale,343,76.7
Economico,1338.0,Sannio,Economico,Laurea magistrale biennale,53,83.7
Economico,1436.0,Sassari,Economico,Laurea magistrale biennale,93,73.8
Economico,1934.0,Scienze Gastronomiche,Economico,Laurea magistrale biennale,24,83.3
Economico,1554.0,Siena,Economico,Laurea magistrale biennale,253,87.0
Economico,1709.0,Teramo,Economico,Laurea magistrale biennale,9,60.0
Economico,1661.0,Torino,Economico,Laurea magistrale biennale,935,89.6
Economico,1796.0,Trento,Economico,Laurea magistrale biennale,338,92.5
Economico,1684.0,Trieste,Economico,Laurea magistrale biennale,94,94.0
Economico,1426.0,Tuscia,Economico,Laurea magistrale biennale,105,82.4
Economico,1602.0,Udine,Economico,Laurea magistrale biennale,147,90.0
Economico,1627.0,Urbino Carlo Bo,Economico,Laurea magistrale biennale,95,93.8
Economico,1888.0,Valle d’Aosta,Economico,Laurea magistrale biennale,32,83.3
Economico,1644.0,Venezia Ca’ Foscari,Economico,Laurea magistrale biennale,930,89.7
Economico,1585.0,Verona,Economico,Laurea magistrale biennale,541,93.6
Economico,1642.0,eCampus - telematica,Economico,Laurea magistrale biennale,635,82.4
Educazione e formazione,1226.0,*,Educazione e formazione,*,18832,76.2
Educazione e formazione,1161.0,Bari,Educazione e formazione,*,442,75.1
Educazione e formazione,1221.0,Basilicata,Educazione e formazione,*,236,68.3
Educazione e formazione,1276.0,Bergamo,Educazione e formazione,*,658,82.9
Educazione e formazione,1209.0,Bologna,Educazione e formazione,*,901,82.4
Educazione e formazione,1760.0,Bolzano,Educazione e formazione,*,224,94.1
Educazione e formazione,1165.0,Cagliari,Educazione e formazione,*,276,67.8
Educazione e formazione,1130.0,Calabria,Educazione e formazione,*,571,55.1
Educazione e formazione,943.0,Cassino e Lazio Meridionale,Educazione e formazione,*,203,59.3
Educazione e formazione,942.0,Catania,Educazione e formazione,*,253,60.0
Educazione e formazione,1111.0,Chieti e Pescara,Educazione e formazione,*,104,58.5
Educazione e formazione,1442.0,Enna Kore,Educazione e formazione,*,313,87.6
Educazione e formazione,1243.0,Ferrara,Educazione e formazione,*,385,65.3
Educazione e formazione,1193.0,Firenze,Educazione e formazione,*,670,80.6
Educazione e formazione,1018.0,Foggia,Educazione e formazione,*,328,72.3
Educazione e formazione,1165.0,Genova,Educazione e formazione,*,293,79.9
Educazione e formazione,1307.0,Giustino Fortunato - telematica,Educazione e formazione,*,47,91.7
Educazione e formazione,1377.0,L’Aquila,Educazione e formazione,*,244,77.8
Educazione e formazione,1168.0,Macerata,Educazione e formazione,*,596,77.1
Educazione e formazione,978.0,Messina,Educazione e formazione,*,211,55.1
Educazione e formazione,1316.0,Milano Bicocca,Educazione e formazione,*,1077,85.3
Educazione e formazione,1219.0,Modena e Reggio Emilia,Educazione e formazione,*,518,79.8
Educazione e formazione,1430.0,Molise,Educazione e formazione,*,129,75.5
Educazione e formazione,1175.0,Napoli Benincasa,Educazione e formazione,*,945,69.5
Educazione e formazione,1080.0,Napoli Federico II,Educazione e formazione,*,21,84.6
Educazione e formazione,1447.0,Napoli Parthenope,Educazione e formazione,*,18,58.3
Educazione e formazione,1274.0,Padova,Educazione e formazione,*,714,83.5
Educazione e formazione,1209.0,Palermo,Educazione e formazione,*,909,64.9
Educazione e formazione,1231.0,Parma,Educazione e formazione,*,368,79.1
Educazione e formazione,1167.0,Perugia,Educazione e formazione,*,313,80.4
Educazione e formazione,1447.0,Pisa,Educazione e formazione,*,24,77.8
Educazione e formazione,1281.0,Reggio Calabria Mediterranea,Educazione e formazione,*,152,72.6
Educazione e formazione,1414.0,Roma Europea,Educazione e formazione,*,67,79.5
Educazione e formazione,1305.0,Roma LUMSA,Educazione e formazione,*,221,79.4
Educazione e formazione,1084.0,Roma Sapienza,Educazione e formazione,*,176,80.2
Educazione e formazione,1080.0,Roma Tor Vergata,Educazione e formazione,*,196,68.0
Educazione e formazione,1162.0,Roma Tre,Educazione e formazione,*,942,78.1
Educazione e formazione,1152.0,Salento,Educazione e formazione,*,384,66.7
Educazione e formazione,1154.0,Salerno,Educazione e formazione,*,486,72.3
Educazione e formazione,1094.0,Sassari,Educazione e formazione,*,94,71.6
Educazione e formazione,1088.0,Siena,Educazione e formazione,*,206,67.7
Educazione e formazione,1308.0,Torino,Educazione e formazione,*,728,85.7
Educazione e formazione,1179.0,Trieste,Educazione e formazione,*,155,86.1
Educazione e formazione,1464.0,Udine,Educazione e formazione,*,139,93.2
Educazione e formazione,1238.0,Urbino Carlo Bo,Educazione e formazione,*,388,73.6
Educazione e formazione,1739.0,Valle d’Aosta,Educazione e formazione,*,13,100.0
Educazione e formazione,1282.0,Verona,Educazione e formazione,*,348,85.6
Educazione e formazione,1251.0,eCampus - telematica,Educazione e formazione,*,2146,79.5
Educazione e formazione,1071.0,*,Educazione e formazione,Laurea di primo livello,9967,66.7
Educazione e formazione,905.0,Bari,Educazione e formazione,Laurea di primo livello,231,60.9
Educazione e formazione,837.0,Basilicata,Educazione e formazione,Laurea di primo livello,101,53.6
Educazione e formazione,1189.0,Bergamo,Educazione e formazione,Laurea di primo livello,426,76.0
Educazione e formazione,996.0,Bologna,Educazione e formazione,Laurea di primo livello,436,74.5
Educazione e formazione,1844.0,Bolzano,Educazione e formazione,Laurea di primo livello,20,88.9
Educazione e formazione,991.0,Cagliari,Educazione e formazione,Laurea di primo livello,148,49.4
Educazione e formazione,882.0,Calabria,Educazione e formazione,Laurea di primo livello,321,38.4
Educazione e formazione,856.0,Cassino e Lazio Meridionale,Educazione e formazione,Laurea di primo livello,132,52.7
Educazione e formazione,953.0,Catania,Educazione e formazione,Laurea di primo livello,181,54.3
Educazione e formazione,847.0,Chieti e Pescara,Educazione e formazione,Laurea di primo livello,66,47.7
Educazione e formazione,1197.0,Ferrara,Educazione e formazione,Laurea di primo livello,316,62.2
Educazione e formazione,1018.0,Firenze,Educazione e formazione,Laurea di primo livello,315,71.8
Educazione e formazione,1003.0,Foggia,Educazione e formazione,Laurea di primo livello,222,66.9
Educazione e formazione,1015.0,Genova,Educazione e formazione,Laurea di primo livello,153,75.5
Educazione e formazione,1307.0,Giustino Fortunato - telematica,Educazione e formazione,Laurea di primo livello,47,91.7
Educazione e formazione,1104.0,L’Aquila,Educazione e formazione,Laurea di primo livello,64,50.0
Educazione e formazione,977.0,Macerata,Educazione e formazione,Laurea di primo livello,253,63.6
Educazione e formazione,880.0,Messina,Educazione e formazione,Laurea di primo livello,120,47.4
Educazione e formazione,1114.0,Milano Bicocca,Educazione e formazione,Laurea di primo livello,517,75.5
Educazione e formazione,1121.0,Modena e Reggio Emilia,Educazione e formazione,Laurea di primo livello,303,74.7
Educazione e formazione,884.0,Napoli Benincasa,Educazione e formazione,Laurea di primo livello,413,49.5
Educazione e formazione,1105.0,Padova,Educazione e formazione,Laurea di primo livello,302,77.5
Educazione e formazione,960.0,Palermo,Educazione e formazione,Laurea di primo livello,430,44.6
Educazione e formazione,1152.0,Parma,Educazione e formazione,Laurea di primo livello,250,69.9
Educazione e formazione,967.0,Perugia,Educazione e formazione,Laurea di primo livello,171,74.5
Educazione e formazione,876.0,Reggio Calabria Mediterranea,Educazione e formazione,Laurea di primo livello,38,27.6
Educazione e formazione,835.0,Roma LUMSA,Educazione e formazione,Laurea di primo livello,48,59.4
Educazione e formazione,910.0,Roma Sapienza,Educazione e formazione,Laurea di primo livello,103,71.0
Educazione e formazione,1039.0,Roma Tor Vergata,Educazione e formazione,Laurea di primo livello,148,67.5
Educazione e formazione,1020.0,Roma Tre,Educazione e formazione,Laurea di primo livello,549,71.5
Educazione e formazione,966.0,Salento,Educazione e formazione,Laurea di primo livello,266,54.1
Educazione e formazione,825.0,Salerno,Educazione e formazione,Laurea di primo livello,197,55.6
Educazione e formazione,1094.0,Sassari,Educazione e formazione,Laurea di primo livello,94,71.6
Educazione e formazione,1060.0,Siena,Educazione e formazione,Laurea di primo livello,170,65.4
Educazione e formazione,1133.0,Torino,Educazione e formazione,Laurea di primo livello,306,79.3
Educazione e formazione,1160.0,Trieste,Educazione e formazione,Laurea di primo livello,143,87.4
Educazione e formazione,948.0,Urbino Carlo Bo,Educazione e formazione,Laurea di primo livello,181,54.5
Educazione e formazione,1204.0,Verona,Educazione e formazione,Laurea di primo livello,214,82.3
Educazione e formazione,1240.0,eCampus - telematica,Educazione e formazione,Laurea di primo livello,1572,77.3
Educazione e formazione,1428.0,*,Educazione e formazione,Laurea magistrale a ciclo unico,5036,90.2
Educazione e formazione,1442.0,Bari,Educazione e formazione,Laurea magistrale a ciclo unico,125,90.7
Educazione e formazione,1415.0,Basilicata,Educazione e formazione,Laurea magistrale a ciclo unico,135,79.3
Educazione e formazione,1416.0,Bergamo,Educazione e formazione,Laurea magistrale a ciclo unico,128,96.3
Educazione e formazione,1396.0,Bologna,Educazione e formazione,Laurea magistrale a ciclo unico,203,90.2
Educazione e formazione,1753.0,Bolzano,Educazione e formazione,Laurea magistrale a ciclo unico,204,94.5
Educazione e formazione,1329.0,Cagliari,Educazione e formazione,Laurea magistrale a ciclo unico,60,84.6
Educazione e formazione,1374.0,Calabria,Educazione e formazione,Laurea magistrale a ciclo unico,157,84.9
Educazione e formazione,1442.0,Enna Kore,Educazione e formazione,Laurea magistrale a ciclo unico,313,87.6
Educazione e formazione,1379.0,Firenze,Educazione e formazione,Laurea magistrale a ciclo unico,196,92.0
Educazione e formazione,1513.0,Genova,Educazione e formazione,Laurea magistrale a ciclo unico,83,88.6
Educazione e formazione,1433.0,L’Aquila,Educazione e formazione,Laurea magistrale a ciclo unico,180,87.6
Educazione e formazione,1349.0,Macerata,Educazione e formazione,Laurea magistrale a ciclo unico,191,92.5
Educazione e formazione,1486.0,Milano Bicocca,Educazione e formazione,Laurea magistrale a ciclo unico,295,96.1
Educazione e formazione,1397.0,Modena e Reggio Emilia,Educazione e formazione,Laurea magistrale a ciclo unico,123,87.5
Educazione e formazione,1430.0,Molise,Educazione e formazione,Laurea magistrale a ciclo unico,129,75.5
Educazione e formazione,1390.0,Napoli Benincasa,Educazione e formazione,Laurea magistrale a ciclo unico,383,91.5
Educazione e formazione,1464.0,Padova,Educazione e formazione,Laurea magistrale a ciclo unico,208,93.4
Educazione e formazione,1410.0,Palermo,Educazione e formazione,Laurea magistrale a ciclo unico,269,91.6
Educazione e formazione,1408.0,Perugia,Educazione e formazione,Laurea magistrale a ciclo unico,99,95.4
Educazione e formazione,1447.0,Pisa,Educazione e formazione,Laurea magistrale a ciclo unico,24,77.8
Educazione e formazione,1326.0,Reggio Calabria Mediterranea,Educazione e formazione,Laurea magistrale a ciclo unico,114,88.1
Educazione e formazione,1414.0,Roma Europea,Educazione e formazione,Laurea magistrale a ciclo unico,67,79.5
Educazione e formazione,1454.0,Roma LUMSA,Educazione e formazione,Laurea magistrale a ciclo unico,143,88.6
Educazione e formazione,1327.0,Roma Sapienza,Educazione e formazione,Laurea magistrale a ciclo unico,51,93.9
Educazione e formazione,1419.0,Roma Tre,Educazione e formazione,Laurea magistrale a ciclo unico,196,91.0
Educazione e formazione,1464.0,Salento,Educazione e formazione,Laurea magistrale a ciclo unico,65,95.9
Educazione e formazione,1423.0,Salerno,Educazione e formazione,Laurea magistrale a ciclo unico,207,91.1
Educazione e formazione,1434.0,Torino,Educazione e formazione,Laurea magistrale a ciclo unico,290,93.0
Educazione e formazione,1464.0,Udine,Educazione e formazione,Laurea magistrale a ciclo unico,139,93.2
Educazione e formazione,1411.0,Urbino Carlo Bo,Educazione e formazione,Laurea magistrale a ciclo unico,167,89.7
Educazione e formazione,1739.0,Valle d’Aosta,Educazione e formazione,Laurea magistrale a ciclo unico,13,100.0
Educazione e formazione,1321.0,Verona,Educazione e formazione,Laurea magistrale a ciclo unico,79,91.3
Educazione e formazione,1244.0,*,Educazione e formazione,Laurea magistrale biennale,3829,81.9
Educazione e formazione,1127.0,Bari,Educazione e formazione,Laurea magistrale biennale,86,86.0
Educazione e formazione,1339.0,Bergamo,Educazione e formazione,Laurea magistrale biennale,104,90.5
Educazione e formazione,1315.0,Bologna,Educazione e formazione,Laurea magistrale biennale,262,87.6
Educazione e formazione,1228.0,Cagliari,Educazione e formazione,Laurea magistrale biennale,68,90.7
Educazione e formazione,1065.0,Calabria,Educazione e formazione,Laurea magistrale biennale,93,61.7
Educazione e formazione,1053.0,Cassino e Lazio Meridionale,Educazione e formazione,Laurea magistrale biennale,71,70.4
Educazione e formazione,920.0,Catania,Educazione e formazione,Laurea magistrale biennale,72,77.1
Educazione e formazione,1458.0,Chieti e Pescara,Educazione e formazione,Laurea magistrale biennale,38,81.0
Educazione e formazione,1386.0,Ferrara,Educazione e formazione,Laurea magistrale biennale,69,77.5
Educazione e formazione,1247.0,Firenze,Educazione e formazione,Laurea magistrale biennale,159,84.5
Educazione e formazione,1044.0,Foggia,Educazione e formazione,Laurea magistrale biennale,106,83.9
Educazione e formazione,1173.0,Genova,Educazione e formazione,Laurea magistrale biennale,57,84.6
Educazione e formazione,1154.0,Macerata,Educazione e formazione,Laurea magistrale biennale,152,79.8
Educazione e formazione,1075.0,Messina,Educazione e formazione,Laurea magistrale biennale,91,65.5
Educazione e formazione,1460.0,Milano Bicocca,Educazione e formazione,Laurea magistrale biennale,265,93.8
Educazione e formazione,1277.0,Modena e Reggio Emilia,Educazione e formazione,Laurea magistrale biennale,92,88.0
Educazione e formazione,1066.0,Napoli Benincasa,Educazione e formazione,Laurea magistrale biennale,149,70.0
Educazione e formazione,1080.0,Napoli Federico II,Educazione e formazione,Laurea magistrale biennale,21,84.6
Educazione e formazione,1447.0,Napoli Parthenope,Educazione e formazione,Laurea magistrale biennale,18,58.3
Educazione e formazione,1312.0,Padova,Educazione e formazione,Laurea magistrale biennale,204,83.3
Educazione e formazione,1151.0,Palermo,Educazione e formazione,Laurea magistrale biennale,210,69.0
Educazione e formazione,1335.0,Parma,Educazione e formazione,Laurea magistrale biennale,118,96.0
Educazione e formazione,1222.0,Perugia,Educazione e formazione,Laurea magistrale biennale,43,67.9
Educazione e formazione,1171.0,Roma LUMSA,Educazione e formazione,Laurea magistrale biennale,30,73.3
Educazione e formazione,1145.0,Roma Sapienza,Educazione e formazione,Laurea magistrale biennale,22,92.9
Educazione e formazione,1241.0,Roma Tor Vergata,Educazione e formazione,Laurea magistrale biennale,48,69.6
Educazione e formazione,1193.0,Roma Tre,Educazione e formazione,Laurea magistrale biennale,197,82.1
Educazione e formazione,1115.0,Salento,Educazione e formazione,Laurea magistrale biennale,53,75.0
Educazione e formazione,933.0,Salerno,Educazione e formazione,Laurea magistrale biennale,82,69.6
Educazione e formazione,1208.0,Siena,Educazione e formazione,Laurea magistrale biennale,36,80.0
Educazione e formazione,1357.0,Torino,Educazione e formazione,Laurea magistrale biennale,132,82.4
Educazione e formazione,1563.0,Trieste,Educazione e formazione,Laurea magistrale biennale,12,66.7
Educazione e formazione,1191.0,Urbino Carlo Bo,Educazione e formazione,Laurea magistrale biennale,40,82.6
Educazione e formazione,1505.0,Verona,Educazione e formazione,Laurea magistrale biennale,55,89.7
Educazione e formazione,1276.0,eCampus - telematica,Educazione e formazione,Laurea magistrale biennale,574,85.5
Giuridico,1312.0,*,Giuridico,*,16091,64.9
Giuridico,1012.0,Bari,Giuridico,*,396,56.0
Giuridico,1157.0,Bergamo,Giuridico,*,154,75.5
Giuridico,1160.0,Bologna,Giuridico,*,1039,63.2
Giuridico,1072.0,Brescia,Giuridico,*,182,72.8
Giuridico,1324.0,Cagliari,Giuridico,*,117,50.0
Giuridico,749.0,Calabria,Giuridico,*,102,40.9
Giuridico,1290.0,Camerino,Giuridico,*,38,68.2
Giuridico,1153.0,Campania Luigi Vanvitelli,Giuridico,*,169,52.1
Giuridico,1708.0,Cassino e Lazio Meridionale,Giuridico,*,219,80.8
Giuridico,988.0,Catania,Giuridico,*,218,53.5
Giuridico,1062.0,Catanzaro,Giuridico,*,135,35.5
Giuridico,1210.0,Chieti e Pescara,Giuridico,*,76,52.4
Giuridico,1239.0,Enna Kore,Giuridico,*,49,40.6
Giuridico,1280.0,Ferrara,Giuridico,*,149,68.5
Giuridico,1614.0,Firenze,Giuridico,*,902,72.9
Giuridico,1167.0,Foggia,Giuridico,*,207,43.9
Giuridico,1161.0,Genova,Giuridico,*,205,67.0
Giuridico,1614.0,Giustino Fortunato - telematica,Giuridico,*,130,69.2
Giuridico,1269.0,Insubria,Giuridico,*,108,76.1
Giuridico,3313.0,LIUC Carlo Cattaneo,Giuridico,*,6,66.7
Giuridico,1135.0,LUM Giuseppe Degennaro,Giuridico,*,47,60.0
Giuridico,1755.0,L’Aquila,Giuridico,*,15,70.0
Giuridico,1057.0,Macerata,Giuridico,*,174,60.0
Giuridico,874.0,Messina,Giuridico,*,124,27.1
Giuridico,1258.0,Milano,Giuridico,*,775,77.6
Giuridico,1208.0,Milano Bicocca,Giuridico,*,582,73.7
Giuridico,1244.0,Modena e Reggio Emilia,Giuridico,*,240,68.1
Giuridico,1145.0,Molise,Giuridico,*,50,43.8
Giuridico,1518.0,Napoli Benincasa,Giuridico,*,48,27.3
Giuridico,1008.0,Napoli Federico II,Giuridico,*,718,51.0
Giuridico,952.0,Napoli Parthenope,Giuridico,*,83,49.1
Giuridico,1100.0,Padova,Giuridico,*,641,65.1
Giuridico,1121.0,Palermo,Giuridico,*,343,41.6
Giuridico,1344.0,Parma,Giuridico,*,96,61.0
Giuridico,1224.0,Pavia,Giuridico,*,153,75.3
Giuridico,1253.0,Perugia,Giuridico,*,114,52.2
Giuridico,1507.0,Piemonte Orientale,Giuridico,*,41,78.6
Giuridico,1249.0,Pisa,Giuridico,*,251,63.3
Giuridico,967.0,Reggio Calabria Mediterranea,Giuridico,*,68,40.9
Giuridico,1188.0,Roma Europea,Giuridico,*,11,57.1
Giuridico,881.0,Roma LUMSA,Giuridico,*,135,38.5
Giuridico,1700.0,Roma Link,Giuridico,*,10,71.4
Giuridico,1051.0,Roma Sapienza,Giuridico,*,503,68.7
Giuridico,1213.0,Roma Tor Vergata,Giuridico,*,95,50.0
Giuridico,969.0,Roma Tre,Giuridico,*,473,61.3
Giuridico,1127.0,Salento,Giuridico,*,155,55.7
Giuridico,1019.0,Salerno,Giuridico,*,313,40.9
Giuridico,1196.0,Sannio,Giuridico,*,75,53.1
Giuridico,1377.0,Sassari,Giuridico,*,82,51.6
Giuridico,1302.0,Siena,Giuridico,*,149,66.2
Giuridico,1046.0,Teramo,Giuridico,*,112,53.6
Giuridico,1170.0,Torino,Giuridico,*,756,57.3
Giuridico,1310.0,Trento,Giuridico,*,458,65.6
Giuridico,1180.0,Trieste,Giuridico,*,108,70.1
Giuridico,851.0,Tuscia,Giuridico,*,43,45.8
Giuridico,1396.0,Udine,Giuridico,*,142,65.1
Giuridico,1176.0,Urbino Carlo Bo,Giuridico,*,100,73.3
Giuridico,1290.0,Verona,Giuridico,*,249,78.9
Giuridico,1715.0,eCampus - telematica,Giuridico,*,2958,80.6
Giuridico,1558.0,*,Giuridico,Laurea di primo livello,5820,69.4
Giuridico,975.0,Bari,Giuridico,Laurea di primo livello,57,51.4
Giuridico,1309.0,Bergamo,Giuridico,Laurea di primo livello,62,65.9
Giuridico,1225.0,Bologna,Giuridico,Laurea di primo livello,232,65.9
Giuridico,1139.0,Brescia,Giuridico,Laurea di primo livello,53,64.5
Giuridico,1276.0,Cagliari,Giuridico,Laurea di primo livello,31,47.6
Giuridico,,Camerino,Giuridico,Laurea di primo livello,1,
Giuridico,1412.0,Campania Luigi Vanvitelli,Giuridico,Laurea di primo livello,36,42.9
Giuridico,1862.0,Cassino e Lazio Meridionale,Giuridico,Laurea di primo livello,173,85.5
Giuridico,,Catania,Giuridico,Laurea di primo livello,2,
Giuridico,1751.0,Catanzaro,Giuridico,Laurea di primo livello,7,40.0
Giuridico,1229.0,Chieti e Pescara,Giuridico,Laurea di primo livello,63,40.6
Giuridico,1442.0,Ferrara,Giuridico,Laurea di primo livello,60,60.6
Giuridico,1841.0,Firenze,Giuridico,Laurea di primo livello,614,75.1
Giuridico,1221.0,Foggia,Giuridico,Laurea di primo livello,119,37.0
Giuridico,1493.0,Genova,Giuridico,Laurea di primo livello,47,55.2
Giuridico,1722.0,Giustino Fortunato - telematica,Giuridico,Laurea di primo livello,44,55.9
Giuridico,,Insubria,Giuridico,Laurea di primo livello,1,
Giuridico,1459.0,LUM Giuseppe Degennaro,Giuridico,Laurea di primo livello,9,42.9
Giuridico,1755.0,L’Aquila,Giuridico,Laurea di primo livello,15,70.0
Giuridico,1238.0,Macerata,Giuridico,Laurea di primo livello,43,51.9
Giuridico,200.0,Messina,Giuridico,Laurea di primo livello,22,8.3
Giuridico,1454.0,Milano,Giuridico,Laurea di primo livello,127,71.6
Giuridico,1290.0,Milano Bicocca,Giuridico,Laurea di primo livello,266,64.5
Giuridico,1486.0,Modena e Reggio Emilia,Giuridico,Laurea di primo livello,81,73.5
Giuridico,376.0,Napoli Federico II,Giuridico,Laurea di primo livello,20,30.0
Giuridico,,Napoli Parthenope,Giuridico,Laurea di primo livello,1,
Giuridico,1155.0,Padova,Giuridico,Laurea di primo livello,366,59.4
Giuridico,567.0,Palermo,Giuridico,Laurea di primo livello,15,33.3
Giuridico,1340.0,Pavia,Giuridico,Laurea di primo livello,52,80.6
Giuridico,1542.0,Perugia,Giuridico,Laurea di primo livello,21,64.3
Giuridico,1245.0,Pisa,Giuridico,Laurea di primo livello,48,60.0
Giuridico,1230.0,Roma Sapienza,Giuridico,Laurea di primo livello,35,65.2
Giuridico,1036.0,Roma Tre,Giuridico,Laurea di primo livello,47,60.9
Giuridico,931.0,Salento,Giuridico,Laurea di primo livello,27,47.6
Giuridico,1042.0,Salerno,Giuridico,Laurea di primo livello,17,25.0
Giuridico,,Sannio,Giuridico,Laurea di primo livello,1,
Giuridico,1111.0,Sassari,Giuridico,Laurea di primo livello,17,70.0
Giuridico,1556.0,Siena,Giuridico,Laurea di primo livello,60,96.2
Giuridico,876.0,Teramo,Giuridico,Laurea di primo livello,20,64.3
Giuridico,1094.0,Torino,Giuridico,Laurea di primo livello,366,41.1
Giuridico,990.0,Trento,Giuridico,Laurea di primo livello,70,36.4
Giuridico,1538.0,Udine,Giuridico,Laurea di primo livello,64,62.5
Giuridico,1376.0,Urbino Carlo Bo,Giuridico,Laurea di primo livello,33,85.7
Giuridico,1408.0,Verona,Giuridico,Laurea di primo livello,139,76.9
Giuridico,1748.0,eCampus - telematica,Giuridico,Laurea di primo livello,2236,82.3
Giuridico,1156.0,*,Giuridico,Laurea magistrale a ciclo unico,9926,61.9
Giuridico,1003.0,Bari,Giuridico,Laurea magistrale a ciclo unico,337,56.4
Giuridico,1064.0,Bergamo,Giuridico,Laurea magistrale a ciclo unico,92,83.0
Giuridico,1093.0,Bologna,Giuridico,Laurea magistrale a ciclo unico,742,61.4
Giuridico,957.0,Brescia,Giuridico,Laurea magistrale a ciclo unico,116,74.3
Giuridico,1342.0,Cagliari,Giuridico,Laurea magistrale a ciclo unico,86,50.9
Giuridico,749.0,Calabria,Giuridico,Laurea magistrale a ciclo unico,102,40.9
Giuridico,1226.0,Camerino,Giuridico,Laurea magistrale a ciclo unico,37,66.7
Giuridico,1092.0,Campania Luigi Vanvitelli,Giuridico,Laurea magistrale a ciclo unico,133,54.8
Giuridico,892.0,Cassino e Lazio Meridionale,Giuridico,Laurea magistrale a ciclo unico,46,62.1
Giuridico,990.0,Catania,Giuridico,Laurea magistrale a ciclo unico,216,53.6
Giuridico,1018.0,Catanzaro,Giuridico,Laurea magistrale a ciclo unico,128,35.2
Giuridico,1239.0,Enna Kore,Giuridico,Laurea magistrale a ciclo unico,49,40.6
