Color_field,Retribuzione mensile netta,Ateneo,Gruppo disciplinare,Tipo di corso,Numero di laureati,Tasso di occupazione
Medico-sanitario e farmaceutico,1468.0,Udine,Medico-sanitario e farmaceutico,Laurea magistrale biennale,46,90.0
Medico-sanitario e farmaceutico,1181.0,Urbino Carlo Bo,Medico-sanitario e farmaceutico,Laurea magistrale biennale,112,87.1
Medico-sanitario e farmaceutico,1398.0,Venezia Ca’ Foscari,Medico-sanitario e farmaceutico,Laurea magistrale biennale,23,84.6
Medico-sanitario e farmaceutico,1564.0,Verona,Medico-sanitario e farmaceutico,Laurea magistrale biennale,202,90.4
Medico-sanitario e farmaceutico,1371.0,eCampus - telematica,Medico-sanitario e farmaceutico,Laurea magistrale biennale,1023,81.6
Politico-sociale e comunicazione,1251.0,*,Politico-sociale e comunicazione,*,30323,57.9
Politico-sociale e comunicazione,1207.0,Bari,Politico-sociale e comunicazione,*,425,50.4
Politico-sociale e comunicazione,1264.0,Basilicata,Politico-sociale e comunicazione,*,18,75.0
Politico-sociale e comunicazione,1238.0,Bergamo,Politico-sociale e comunicazione,*,419,67.4
Politico-sociale e comunicazione,1213.0,Bologna,Politico-sociale e comunicazione,*,2671,54.4
Politico-sociale e comunicazione,1661.0,Bolzano,Politico-sociale e comunicazione,*,40,93.1
Politico-sociale e comunicazione,1208.0,Cagliari,Politico-sociale e comunicazione,*,452,46.5
Politico-sociale e comunicazione,1174.0,Calabria,Politico-sociale e comunicazione,*,305,43.7
Politico-sociale e comunicazione,1601.0,Camerino,Politico-sociale e comunicazione,*,23,76.9
Politico-sociale e comunicazione,1356.0,Campania Luigi Vanvitelli,Politico-sociale e comunicazione,*,213,67.8
Politico-sociale e comunicazione,,Cassino e Lazio Meridionale,Politico-sociale e comunicazione,*,3,
Politico-sociale e comunicazione,1117.0,Catania,Politico-sociale e comunicazione,*,504,44.5
Politico-sociale e comunicazione,1159.0,Catanzaro,Politico-sociale e comunicazione,*,91,52.4
Politico-sociale e comunicazione,1065.0,Chieti e Pescara,Politico-sociale e comunicazione,*,390,32.8
Politico-sociale e comunicazione,876.0,Enna Kore,Politico-sociale e comunicazione,*,14,23.1
Politico-sociale e comunicazione,1047.0,Ferrara,Politico-sociale e comunicazione,*,288,58.6
Politico-sociale e comunicazione,1126.0,Firenze,Politico-sociale e comunicazione,*,880,52.9
Politico-sociale e comunicazione,1023.0,Foggia,Politico-sociale e comunicazione,*,41,34.6
Politico-sociale e comunicazione,1178.0,Genova,Politico-sociale e comunicazione,*,497,64.7
Politico-sociale e comunicazione,1172.0,Insubria,Politico-sociale e comunicazione,*,380,70.0
Politico-sociale e comunicazione,1190.0,Macerata,Politico-sociale e comunicazione,*,234,59.5
Politico-sociale e comunicazione,1068.0,Messina,Politico-sociale e comunicazione,*,158,45.2
Politico-sociale e comunicazione,1242.0,Milano,Politico-sociale e comunicazione,*,1946,62.9
Politico-sociale e comunicazione,1254.0,Milano Bicocca,Politico-sociale e comunicazione,*,813,69.4
Politico-sociale e comunicazione,1225.0,Milano IULM,Politico-sociale e comunicazione,*,1451,61.4
Politico-sociale e comunicazione,,Milano Vita-Salute S. Raffaele,Politico-sociale e comunicazione,*,2,
Politico-sociale e comunicazione,1344.0,Modena e Reggio Emilia,Politico-sociale e comunicazione,*,355,66.8
Politico-sociale e comunicazione,1384.0,Molise,Politico-sociale e comunicazione,*,85,49.2
Politico-sociale e comunicazione,1043.0,Napoli Benincasa,Politico-sociale e comunicazione,*,223,46.0
Politico-sociale e comunicazione,1116.0,Napoli Federico II,Politico-sociale e comunicazione,*,876,45.9
Politico-sociale e comunicazione,1167.0,Napoli L’Orientale,Politico-sociale e comunicazione,*,247,52.3
Politico-sociale e comunicazione,1714.0,Napoli Parthenope,Politico-sociale e comunicazione,*,116,68.1
Politico-sociale e comunicazione,1253.0,Padova,Politico-sociale e comunicazione,*,1417,59.4
Politico-sociale e comunicazione,1088.0,Palermo,Politico-sociale e comunicazione,*,495,44.5
Politico-sociale e comunicazione,1171.0,Parma,Politico-sociale e comunicazione,*,449,62.9
Politico-sociale e comunicazione,1275.0,Pavia,Politico-sociale e comunicazione,*,679,66.7
Politico-sociale e comunicazione,1131.0,Perugia,Politico-sociale e comunicazione,*,419,53.7
Politico-sociale e comunicazione,1281.0,Perugia Stranieri,Politico-sociale e comunicazione,*,128,58.0
Politico-sociale e comunicazione,1401.0,Piemonte Orientale,Politico-sociale e comunicazione,*,45,60.6
Politico-sociale e comunicazione,1411.0,Pisa,Politico-sociale e comunicazione,*,603,63.4
Politico-sociale e comunicazione,1333.0,Roma LUMSA,Politico-sociale e comunicazione,*,728,56.9
Politico-sociale e comunicazione,1501.0,Roma Link,Politico-sociale e comunicazione,*,69,68.2
Politico-sociale e comunicazione,1196.0,Roma Sapienza,Politico-sociale e comunicazione,*,2721,56.8
Politico-sociale e comunicazione,1100.0,Roma Tor Vergata,Politico-sociale e comunicazione,*,388,45.7
Politico-sociale e comunicazione,1145.0,Roma Tre,Politico-sociale e comunicazione,*,872,50.9
Politico-sociale e comunicazione,1406.0,Roma UNINT,Politico-sociale e comunicazione,*,123,71.9
Politico-sociale e comunicazione,979.0,Salento,Politico-sociale e comunicazione,*,304,38.3
Politico-sociale e comunicazione,1035.0,Salerno,Politico-sociale e comunicazione,*,556,38.6
Politico-sociale e comunicazione,1297.0,Sassari,Politico-sociale e comunicazione,*,102,49.3
Politico-sociale e comunicazione,1289.0,Siena,Politico-sociale e comunicazione,*,398,63.8
Politico-sociale e comunicazione,1558.0,Teramo,Politico-sociale e comunicazione,*,228,64.2
Politico-sociale e comunicazione,1225.0,Torino,Politico-sociale e comunicazione,*,2537,60.9
Politico-sociale e comunicazione,1404.0,Trento,Politico-sociale e comunicazione,*,503,59.1
Politico-sociale e comunicazione,1295.0,Trieste,Politico-sociale e comunicazione,*,257,54.0
Politico-sociale e comunicazione,1562.0,Tuscia,Politico-sociale e comunicazione,*,435,81.8
Politico-sociale e comunicazione,1387.0,Udine,Politico-sociale e comunicazione,*,199,69.6
Politico-sociale e comunicazione,1244.0,Urbino Carlo Bo,Politico-sociale e comunicazione,*,319,55.8
Politico-sociale e comunicazione,1760.0,Valle d’Aosta,Politico-sociale e comunicazione,*,22,76.5
Politico-sociale e comunicazione,1446.0,Venezia Ca’ Foscari,Politico-sociale e comunicazione,*,243,78.6
Politico-sociale e comunicazione,1200.0,Verona,Politico-sociale e comunicazione,*,227,70.6
Politico-sociale e comunicazione,1779.0,eCampus - telematica,Politico-sociale e comunicazione,*,697,77.6
Politico-sociale e comunicazione,1144.0,*,Politico-sociale e comunicazione,Laurea di primo livello,19649,48.2
Politico-sociale e comunicazione,1088.0,Bari,Politico-sociale e comunicazione,Laurea di primo livello,261,41.8
Politico-sociale e comunicazione,,Basilicata,Politico-sociale e comunicazione,Laurea di primo livello,1,
Politico-sociale e comunicazione,1187.0,Bergamo,Politico-sociale e comunicazione,Laurea di primo livello,292,65.9
Politico-sociale e comunicazione,1046.0,Bologna,Politico-sociale e comunicazione,Laurea di primo livello,1626,39.1
Politico-sociale e comunicazione,1366.0,Bolzano,Politico-sociale e comunicazione,Laurea di primo livello,19,84.6
Politico-sociale e comunicazione,1138.0,Cagliari,Politico-sociale e comunicazione,Laurea di primo livello,370,39.4
Politico-sociale e comunicazione,975.0,Calabria,Politico-sociale e comunicazione,Laurea di primo livello,185,29.0
Politico-sociale e comunicazione,1626.0,Camerino,Politico-sociale e comunicazione,Laurea di primo livello,12,83.3
Politico-sociale e comunicazione,1279.0,Campania Luigi Vanvitelli,Politico-sociale e comunicazione,Laurea di primo livello,109,55.6
Politico-sociale e comunicazione,,Cassino e Lazio Meridionale,Politico-sociale e comunicazione,Laurea di primo livello,2,
Politico-sociale e comunicazione,1056.0,Catania,Politico-sociale e comunicazione,Laurea di primo livello,403,38.3
Politico-sociale e comunicazione,1260.0,Catanzaro,Politico-sociale e comunicazione,Laurea di primo livello,60,51.2
Politico-sociale e comunicazione,1051.0,Chieti e Pescara,Politico-sociale e comunicazione,Laurea di primo livello,283,26.9
Politico-sociale e comunicazione,876.0,Enna Kore,Politico-sociale e comunicazione,Laurea di primo livello,14,23.1
Politico-sociale e comunicazione,1047.0,Ferrara,Politico-sociale e comunicazione,Laurea di primo livello,288,58.6
Politico-sociale e comunicazione,970.0,Firenze,Politico-sociale e comunicazione,Laurea di primo livello,668,44.8
Politico-sociale e comunicazione,1023.0,Foggia,Politico-sociale e comunicazione,Laurea di primo livello,41,34.6
Politico-sociale e comunicazione,985.0,Genova,Politico-sociale e comunicazione,Laurea di primo livello,295,55.8
Politico-sociale e comunicazione,1137.0,Insubria,Politico-sociale e comunicazione,Laurea di primo livello,329,66.5
Politico-sociale e comunicazione,1186.0,Macerata,Politico-sociale e comunicazione,Laurea di primo livello,153,53.3
Politico-sociale e comunicazione,1020.0,Messina,Politico-sociale e comunicazione,Laurea di primo livello,116,39.7
Politico-sociale e comunicazione,1127.0,Milano,Politico-sociale e comunicazione,Laurea di primo livello,1271,52.1
Politico-sociale e comunicazione,1039.0,Milano Bicocca,Politico-sociale e comunicazione,Laurea di primo livello,534,59.2
Politico-sociale e comunicazione,1110.0,Milano IULM,Politico-sociale e comunicazione,Laurea di primo livello,1179,53.5
Politico-sociale e comunicazione,,Milano Vita-Salute S. Raffaele,Politico-sociale e comunicazione,Laurea di primo livello,2,
Politico-sociale e comunicazione,1422.0,Modena e Reggio Emilia,Politico-sociale e comunicazione,Laurea di primo livello,237,60.0
Politico-sociale e comunicazione,1238.0,Molise,Politico-sociale e comunicazione,Laurea di primo livello,57,43.5
Politico-sociale e comunicazione,902.0,Napoli Benincasa,Politico-sociale e comunicazione,Laurea di primo livello,146,36.3
Politico-sociale e comunicazione,919.0,Napoli Federico II,Politico-sociale e comunicazione,Laurea di primo livello,562,35.8
Politico-sociale e comunicazione,882.0,Napoli L’Orientale,Politico-sociale e comunicazione,Laurea di primo livello,100,32.4
Politico-sociale e comunicazione,967.0,Napoli Parthenope,Politico-sociale e comunicazione,Laurea di primo livello,48,33.3
Politico-sociale e comunicazione,1157.0,Padova,Politico-sociale e comunicazione,Laurea di primo livello,812,50.6
Politico-sociale e comunicazione,969.0,Palermo,Politico-sociale e comunicazione,Laurea di primo livello,371,37.6
Politico-sociale e comunicazione,1079.0,Parma,Politico-sociale e comunicazione,Laurea di primo livello,330,54.8
Politico-sociale e comunicazione,1101.0,Pavia,Politico-sociale e comunicazione,Laurea di primo livello,389,57.6
Politico-sociale e comunicazione,928.0,Perugia,Politico-sociale e comunicazione,Laurea di primo livello,266,44.8
Politico-sociale e comunicazione,1228.0,Perugia Stranieri,Politico-sociale e comunicazione,Laurea di primo livello,56,48.6
Politico-sociale e comunicazione,1396.0,Piemonte Orientale,Politico-sociale e comunicazione,Laurea di primo livello,34,50.0
Politico-sociale e comunicazione,1264.0,Pisa,Politico-sociale e comunicazione,Laurea di primo livello,369,48.6
Politico-sociale e comunicazione,1151.0,Roma LUMSA,Politico-sociale e comunicazione,Laurea di primo livello,317,34.8
Politico-sociale e comunicazione,1552.0,Roma Link,Politico-sociale e comunicazione,Laurea di primo livello,46,61.3
Politico-sociale e comunicazione,1022.0,Roma Sapienza,Politico-sociale e comunicazione,Laurea di primo livello,1413,41.0
Politico-sociale e comunicazione,843.0,Roma Tor Vergata,Politico-sociale e comunicazione,Laurea di primo livello,310,34.1
Politico-sociale e comunicazione,1040.0,Roma Tre,Politico-sociale e comunicazione,Laurea di primo livello,596,46.6
Politico-sociale e comunicazione,1376.0,Roma UNINT,Politico-sociale e comunicazione,Laurea di primo livello,8,66.7
Politico-sociale e comunicazione,857.0,Salento,Politico-sociale e comunicazione,Laurea di primo livello,243,31.8
Politico-sociale e comunicazione,967.0,Salerno,Politico-sociale e comunicazione,Laurea di primo livello,417,33.3
Politico-sociale e comunicazione,1212.0,Sassari,Politico-sociale e comunicazione,Laurea di primo livello,87,44.3
Politico-sociale e comunicazione,1157.0,Siena,Politico-sociale e comunicazione,Laurea di primo livello,167,49.4
Politico-sociale e comunicazione,1624.0,Teramo,Politico-sociale e comunicazione,Laurea di primo livello,154,55.2
Politico-sociale e comunicazione,1096.0,Torino,Politico-sociale e comunicazione,Laurea di primo livello,1520,50.0
Politico-sociale e comunicazione,1115.0,Trento,Politico-sociale e comunicazione,Laurea di primo livello,316,45.5
Politico-sociale e comunicazione,1172.0,Trieste,Politico-sociale e comunicazione,Laurea di primo livello,183,45.0
Politico-sociale e comunicazione,1594.0,Tuscia,Politico-sociale e comunicazione,Laurea di primo livello,357,82.8
Politico-sociale e comunicazione,1304.0,Udine,Politico-sociale e comunicazione,Laurea di primo livello,134,61.2
Politico-sociale e comunicazione,1149.0,Urbino Carlo Bo,Politico-sociale e comunicazione,Laurea di primo livello,225,44.1
Politico-sociale e comunicazione,1760.0,Valle d’Aosta,Politico-sociale e comunicazione,Laurea di primo livello,22,76.5
Politico-sociale e comunicazione,1160.0,Verona,Politico-sociale e comunicazione,Laurea di primo livello,147,63.6
Politico-sociale e comunicazione,1779.0,eCampus - telematica,Politico-sociale e comunicazione,Laurea di primo livello,697,77.6
Politico-sociale e comunicazione,1372.0,*,Politico-sociale e comunicazione,Laurea magistrale biennale,10674,75.3
Politico-sociale e comunicazione,1331.0,Bari,Politico-sociale e comunicazione,Laurea magistrale biennale,164,64.4
Politico-sociale e comunicazione,1264.0,Basilicata,Politico-sociale e comunicazione,Laurea magistrale biennale,17,75.0
Politico-sociale e comunicazione,1320.0,Bergamo,Politico-sociale e comunicazione,Laurea magistrale biennale,127,70.1
Politico-sociale e comunicazione,1337.0,Bologna,Politico-sociale e comunicazione,Laurea magistrale biennale,1045,76.3
Politico-sociale e comunicazione,1864.0,Bolzano,Politico-sociale e comunicazione,Laurea magistrale biennale,21,100.0
Politico-sociale e comunicazione,1355.0,Cagliari,Politico-sociale e comunicazione,Laurea magistrale biennale,82,73.8
Politico-sociale e comunicazione,1297.0,Calabria,Politico-sociale e comunicazione,Laurea magistrale biennale,120,64.0
Politico-sociale e comunicazione,,Camerino,Politico-sociale e comunicazione,Laurea magistrale biennale,11,
Politico-sociale e comunicazione,1421.0,Campania Luigi Vanvitelli,Politico-sociale e comunicazione,Laurea magistrale biennale,104,82.7
Politico-sociale e comunicazione,,Cassino e Lazio Meridionale,Politico-sociale e comunicazione,Laurea magistrale biennale,1,
Politico-sociale e comunicazione,1251.0,Catania,Politico-sociale e comunicazione,Laurea magistrale biennale,101,70.5
Politico-sociale e comunicazione,966.0,Catanzaro,Politico-sociale e comunicazione,Laurea magistrale biennale,31,55.0
Politico-sociale e comunicazione,1084.0,Chieti e Pescara,Politico-sociale e comunicazione,Laurea magistrale biennale,107,45.8
Politico-sociale e comunicazione,1426.0,Firenze,Politico-sociale e comunicazione,Laurea magistrale biennale,212,81.0
Politico-sociale e comunicazione,1393.0,Genova,Politico-sociale e comunicazione,Laurea magistrale biennale,202,79.2
Politico-sociale e comunicazione,1335.0,Insubria,Politico-sociale e comunicazione,Laurea magistrale biennale,51,93.1
Politico-sociale e comunicazione,1196.0,Macerata,Politico-sociale e comunicazione,Laurea magistrale biennale,81,72.5
Politico-sociale e comunicazione,1142.0,Messina,Politico-sociale e comunicazione,Laurea magistrale biennale,42,60.0
Politico-sociale e comunicazione,1378.0,Milano,Politico-sociale e comunicazione,Laurea magistrale biennale,675,83.5
Politico-sociale e comunicazione,1516.0,Milano Bicocca,Politico-sociale e comunicazione,Laurea magistrale biennale,279,87.6
Politico-sociale e comunicazione,1481.0,Milano IULM,Politico-sociale e comunicazione,Laurea magistrale biennale,272,91.1
Politico-sociale e comunicazione,1255.0,Modena e Reggio Emilia,Politico-sociale e comunicazione,Laurea magistrale biennale,118,77.0
Politico-sociale e comunicazione,1650.0,Molise,Politico-sociale e comunicazione,Laurea magistrale biennale,28,64.7
Politico-sociale e comunicazione,1194.0,Napoli Benincasa,Politico-sociale e comunicazione,Laurea magistrale biennale,77,65.2
Politico-sociale e comunicazione,1317.0,Napoli Federico II,Politico-sociale e comunicazione,Laurea magistrale biennale,314,64.0
Politico-sociale e comunicazione,1259.0,Napoli L’Orientale,Politico-sociale e comunicazione,Laurea magistrale biennale,147,65.1
Politico-sociale e comunicazione,1887.0,Napoli Parthenope,Politico-sociale e comunicazione,Laurea magistrale biennale,68,88.9
Politico-sociale e comunicazione,1356.0,Padova,Politico-sociale e comunicazione,Laurea magistrale biennale,605,72.9
Politico-sociale e comunicazione,1283.0,Palermo,Politico-sociale e comunicazione,Laurea magistrale biennale,124,66.2
Politico-sociale e comunicazione,1330.0,Parma,Politico-sociale e comunicazione,Laurea magistrale biennale,119,84.3
Politico-sociale e comunicazione,1442.0,Pavia,Politico-sociale e comunicazione,Laurea magistrale biennale,290,79.1
Politico-sociale e comunicazione,1381.0,Perugia,Politico-sociale e comunicazione,Laurea magistrale biennale,153,71.4
Politico-sociale e comunicazione,1312.0,Perugia Stranieri,Politico-sociale e comunicazione,Laurea magistrale biennale,72,65.2
Politico-sociale e comunicazione,1407.0,Piemonte Orientale,Politico-sociale e comunicazione,Laurea magistrale biennale,11,88.9
Politico-sociale e comunicazione,1531.0,Pisa,Politico-sociale e comunicazione,Laurea magistrale biennale,234,86.0
Politico-sociale e comunicazione,1398.0,Roma LUMSA,Politico-sociale e comunicazione,Laurea magistrale biennale,411,73.8
Politico-sociale e comunicazione,1421.0,Roma Link,Politico-sociale e comunicazione,Laurea magistrale biennale,23,84.6
Politico-sociale e comunicazione,1293.0,Roma Sapienza,Politico-sociale e comunicazione,Laurea magistrale biennale,1308,72.7
Politico-sociale e comunicazione,1461.0,Roma Tor Vergata,Politico-sociale e comunicazione,Laurea magistrale biennale,78,86.0
Politico-sociale e comunicazione,1300.0,Roma Tre,Politico-sociale e comunicazione,Laurea magistrale biennale,276,59.1
Politico-sociale e comunicazione,1408.0,Roma UNINT,Politico-sociale e comunicazione,Laurea magistrale biennale,115,72.2
Politico-sociale e comunicazione,1219.0,Salento,Politico-sociale e comunicazione,Laurea magistrale biennale,61,64.9
Politico-sociale e comunicazione,1171.0,Salerno,Politico-sociale e comunicazione,Laurea magistrale biennale,139,56.4
Politico-sociale e comunicazione,1626.0,Sassari,Politico-sociale e comunicazione,Laurea magistrale biennale,15,87.5
Politico-sociale e comunicazione,1344.0,Siena,Politico-sociale e comunicazione,Laurea magistrale biennale,231,72.4
Politico-sociale e comunicazione,1462.0,Teramo,Politico-sociale e comunicazione,Laurea magistrale biennale,74,84.8
Politico-sociale e comunicazione,1346.0,Torino,Politico-sociale e comunicazione,Laurea magistrale biennale,1017,76.7
Politico-sociale e comunicazione,1702.0,Trento,Politico-sociale e comunicazione,Laurea magistrale biennale,187,84.2
Politico-sociale e comunicazione,1458.0,Trieste,Politico-sociale e comunicazione,Laurea magistrale biennale,74,73.2
Politico-sociale e comunicazione,1407.0,Tuscia,Politico-sociale e comunicazione,Laurea magistrale biennale,78,77.5
Politico-sociale e comunicazione,1509.0,Udine,Politico-sociale e comunicazione,Laurea magistrale biennale,65,87.5
Politico-sociale e comunicazione,1363.0,Urbino Carlo Bo,Politico-sociale e comunicazione,Laurea magistrale biennale,94,83.3
Politico-sociale e comunicazione,1446.0,Venezia Ca’ Foscari,Politico-sociale e comunicazione,Laurea magistrale biennale,243,78.6
Politico-sociale e comunicazione,1255.0,Verona,Politico-sociale e comunicazione,Laurea magistrale biennale,80,81.6
Psicologico,1039.0,*,Psicologico,*,16201,47.3
Psicologico,921.0,Bari,Psicologico,*,249,31.4
Psicologico,1054.0,Bergamo,Psicologico,*,316,56.3
Psicologico,1042.0,Bologna,Psicologico,*,482,49.5
Psicologico,990.0,Cagliari,Psicologico,*,272,40.7
Psicologico,856.0,Campania Luigi Vanvitelli,Psicologico,*,384,39.0
Psicologico,887.0,Catania,Psicologico,*,301,38.0
Psicologico,1008.0,Catanzaro,Psicologico,*,226,20.1
Psicologico,886.0,Chieti e Pescara,Psicologico,*,739,34.8
Psicologico,674.0,Enna Kore,Psicologico,*,135,31.1
Psicologico,831.0,Firenze,Psicologico,*,630,45.8
Psicologico,1003.0,Foggia,Psicologico,*,174,27.8
Psicologico,1082.0,Genova,Psicologico,*,220,47.2
Psicologico,1430.0,Giustino Fortunato - telematica,Psicologico,*,254,80.5
Psicologico,1018.0,L’Aquila,Psicologico,*,194,36.0
Psicologico,919.0,Messina,Psicologico,*,397,34.5
Psicologico,1645.0,Milano,Psicologico,*,64,85.0
Psicologico,965.0,Milano Bicocca,Psicologico,*,846,59.7
Psicologico,1028.0,Milano Vita-Salute S. Raffaele,Psicologico,*,195,48.8
Psicologico,881.0,Modena e Reggio Emilia,Psicologico,*,198,39.7
Psicologico,902.0,Napoli Benincasa,Psicologico,*,351,29.9
Psicologico,727.0,Napoli Federico II,Psicologico,*,323,36.0
Psicologico,1075.0,Padova,Psicologico,*,1731,56.4
Psicologico,939.0,Palermo,Psicologico,*,508,35.3
Psicologico,1216.0,Parma,Psicologico,*,166,66.4
Psicologico,1016.0,Pavia,Psicologico,*,338,54.8
Psicologico,942.0,Perugia,Psicologico,*,561,31.6
Psicologico,909.0,Pisa,Psicologico,*,124,43.5
Psicologico,865.0,Roma Europea,Psicologico,*,247,40.3
Psicologico,839.0,Roma LUMSA,Psicologico,*,577,36.6
Psicologico,868.0,Roma Sapienza,Psicologico,*,1268,48.9
Psicologico,814.0,Salento,Psicologico,*,230,25.5
Psicologico,650.0,Salerno,Psicologico,*,7,66.7
Psicologico,732.0,Sassari,Psicologico,*,65,29.2
Psicologico,915.0,Torino,Psicologico,*,812,50.0
Psicologico,1201.0,Trento,Psicologico,*,365,52.9
Psicologico,844.0,Trieste,Psicologico,*,163,42.3
Psicologico,971.0,Urbino Carlo Bo,Psicologico,*,258,42.1
Psicologico,820.0,Valle d’Aosta,Psicologico,*,71,41.5
Psicologico,1157.0,Verona,Psicologico,*,203,53.7
Psicologico,1445.0,eCampus - telematica,Psicologico,*,1557,71.4
Psicologico,926.0,*,Psicologico,Laurea di primo livello,9186,36.1
Psicologico,800.0,Bari,Psicologico,Laurea di primo livello,158,18.9
Psicologico,967.0,Bergamo,Psicologico,Laurea di primo livello,204,48.8
Psicologico,948.0,Bologna,Psicologico,Laurea di primo livello,221,29.1
Psicologico,943.0,Cagliari,Psicologico,Laurea di primo livello,177,33.7
Psicologico,744.0,Campania Luigi Vanvitelli,Psicologico,Laurea di primo livello,212,30.0
Psicologico,729.0,Catania,Psicologico,Laurea di primo livello,204,23.7
Psicologico,897.0,Catanzaro,Psicologico,Laurea di primo livello,181,17.7
Psicologico,816.0,Chieti e Pescara,Psicologico,Laurea di primo livello,446,27.3
Psicologico,630.0,Enna Kore,Psicologico,Laurea di primo livello,83,23.4
Psicologico,603.0,Firenze,Psicologico,Laurea di primo livello,386,33.1
Psicologico,1003.0,Foggia,Psicologico,Laurea di primo livello,174,27.8
Psicologico,1047.0,Genova,Psicologico,Laurea di primo livello,137,39.5
Psicologico,,Giustino Fortunato - telematica,Psicologico,Laurea di primo livello,44,
Psicologico,928.0,L’Aquila,Psicologico,Laurea di primo livello,127,24.2
Psicologico,860.0,Messina,Psicologico,Laurea di primo livello,326,30.8
Psicologico,834.0,Milano Bicocca,Psicologico,Laurea di primo livello,396,46.9
Psicologico,586.0,Milano Vita-Salute S. Raffaele,Psicologico,Laurea di primo livello,84,24.1
Psicologico,881.0,Modena e Reggio Emilia,Psicologico,Laurea di primo livello,198,39.7
Psicologico,796.0,Napoli Benincasa,Psicologico,Laurea di primo livello,251,21.9
Psicologico,688.0,Napoli Federico II,Psicologico,Laurea di primo livello,245,28.3
Psicologico,856.0,Padova,Psicologico,Laurea di primo livello,788,38.9
Psicologico,655.0,Palermo,Psicologico,Laurea di primo livello,287,18.4
Psicologico,,Parma,Psicologico,Laurea di primo livello,1,
Psicologico,749.0,Pavia,Psicologico,Laurea di primo livello,120,45.6
Psicologico,909.0,Perugia,Psicologico,Laurea di primo livello,443,24.8
Psicologico,1032.0,Pisa,Psicologico,Laurea di primo livello,59,29.6
Psicologico,637.0,Roma Europea,Psicologico,Laurea di primo livello,155,28.7
Psicologico,631.0,Roma LUMSA,Psicologico,Laurea di primo livello,260,28.2
Psicologico,652.0,Roma Sapienza,Psicologico,Laurea di primo livello,518,38.0
Psicologico,733.0,Salento,Psicologico,Laurea di primo livello,166,20.4
Psicologico,732.0,Sassari,Psicologico,Laurea di primo livello,65,29.2
Psicologico,610.0,Torino,Psicologico,Laurea di primo livello,311,41.1
Psicologico,933.0,Trento,Psicologico,Laurea di primo livello,176,40.2
Psicologico,670.0,Trieste,Psicologico,Laurea di primo livello,124,31.6
Psicologico,978.0,Urbino Carlo Bo,Psicologico,Laurea di primo livello,178,27.8
Psicologico,820.0,Valle d’Aosta,Psicologico,Laurea di primo livello,71,41.5
Psicologico,989.0,Verona,Psicologico,Laurea di primo livello,161,46.8
Psicologico,1404.0,eCampus - telematica,Psicologico,Laurea di primo livello,1049,68.8
Psicologico,1126.0,*,Psicologico,Laurea magistrale biennale,7015,62.3
Psicologico,994.0,Bari,Psicologico,Laurea magistrale biennale,91,51.5
Psicologico,1149.0,Bergamo,Psicologico,Laurea magistrale biennale,112,68.8
Psicologico,1077.0,Bologna,Psicologico,Laurea magistrale biennale,261,66.9
Psicologico,1040.0,Cagliari,Psicologico,Laurea magistrale biennale,95,51.6
Psicologico,940.0,Campania Luigi Vanvitelli,Psicologico,Laurea magistrale biennale,172,52.1
Psicologico,1006.0,Catania,Psicologico,Laurea magistrale biennale,97,69.8
Psicologico,1313.0,Catanzaro,Psicologico,Laurea magistrale biennale,45,32.0
Psicologico,948.0,Chieti e Pescara,Psicologico,Laurea magistrale biennale,293,45.1
Psicologico,713.0,Enna Kore,Psicologico,Laurea magistrale biennale,52,43.6
Psicologico,997.0,Firenze,Psicologico,Laurea magistrale biennale,244,64.0
Psicologico,1119.0,Genova,Psicologico,Laurea magistrale biennale,83,59.6
Psicologico,1440.0,Giustino Fortunato - telematica,Psicologico,Laurea magistrale biennale,210,85.3
Psicologico,1085.0,L’Aquila,Psicologico,Laurea magistrale biennale,67,60.0
Psicologico,1108.0,Messina,Psicologico,Laurea magistrale biennale,71,55.3
Psicologico,1645.0,Milano,Psicologico,Laurea magistrale biennale,64,85.0
Psicologico,1035.0,Milano Bicocca,Psicologico,Laurea magistrale biennale,450,70.0
Psicologico,1150.0,Milano Vita-Salute S. Raffaele,Psicologico,Laurea magistrale biennale,111,68.1
Psicologico,1005.0,Napoli Benincasa,Psicologico,Laurea magistrale biennale,100,47.9
Psicologico,779.0,Napoli Federico II,Psicologico,Laurea magistrale biennale,78,57.8
Psicologico,1182.0,Padova,Psicologico,Laurea magistrale biennale,943,72.5
Psicologico,1056.0,Palermo,Psicologico,Laurea magistrale biennale,221,55.5
Psicologico,1216.0,Parma,Psicologico,Laurea magistrale biennale,165,66.4
Psicologico,1152.0,Pavia,Psicologico,Laurea magistrale biennale,218,61.2
Psicologico,1000.0,Perugia,Psicologico,Laurea magistrale biennale,118,60.0
Psicologico,863.0,Pisa,Psicologico,Laurea magistrale biennale,65,52.4
Psicologico,1041.0,Roma Europea,Psicologico,Laurea magistrale biennale,92,58.8
Psicologico,958.0,Roma LUMSA,Psicologico,Laurea magistrale biennale,317,44.0
Psicologico,973.0,Roma Sapienza,Psicologico,Laurea magistrale biennale,750,57.0
Psicologico,927.0,Salento,Psicologico,Laurea magistrale biennale,64,39.5
Psicologico,650.0,Salerno,Psicologico,Laurea magistrale biennale,7,66.7
Psicologico,1044.0,Torino,Psicologico,Laurea magistrale biennale,501,55.0
Psicologico,1382.0,Trento,Psicologico,Laurea magistrale biennale,189,67.3
Psicologico,1041.0,Trieste,Psicologico,Laurea magistrale biennale,39,68.8
