Color_field,Retribuzione mensile netta,Ateneo,Gruppo disciplinare,Tipo di corso,Numero di laureati,Tasso di occupazione
Economico,1951.0,Milano IULM,Economico,*,30,100.0
Economico,1969.0,Modena e Reggio Emilia,Economico,*,435,96.7
Economico,1577.0,Molise,Economico,*,55,86.7
Economico,,Napoli Benincasa,Economico,*,1,
Economico,1965.0,Napoli Federico II,Economico,*,698,97.0
Economico,1909.0,Napoli Parthenope,Economico,*,304,93.8
Economico,2283.0,Padova,Economico,*,217,96.5
Economico,1752.0,Palermo,Economico,*,172,96.4
Economico,1984.0,Parma,Economico,*,429,97.4
Economico,2277.0,Pavia,Economico,*,351,98.8
Economico,1824.0,Perugia,Economico,*,154,98.7
Economico,1923.0,Piemonte Orientale,Economico,*,209,94.9
Economico,1961.0,Pisa,Economico,*,385,97.9
Economico,1907.0,Reggio Calabria Mediterranea,Economico,*,43,80.0
Economico,2087.0,Roma Europea,Economico,*,27,100.0
Economico,1980.0,Roma LUMSA,Economico,*,62,96.3
Economico,2098.0,Roma Link,Economico,*,54,93.1
Economico,1999.0,Roma Sapienza,Economico,*,984,95.9
Economico,2024.0,Roma Tor Vergata,Economico,*,555,95.6
Economico,1954.0,Roma Tre,Economico,*,372,97.7
Economico,1961.0,Roma UNINT,Economico,*,122,93.3
Economico,1660.0,Salento,Economico,*,144,93.5
Economico,1905.0,Salerno,Economico,*,345,95.9
Economico,1665.0,Sannio,Economico,*,68,88.9
Economico,1806.0,Sassari,Economico,*,141,97.1
Economico,2080.0,Scienze Gastronomiche,Economico,*,45,100.0
Economico,1997.0,Siena,Economico,*,333,97.0
Economico,,Teramo,Economico,*,3,
Economico,2172.0,Torino,Economico,*,1109,97.4
Economico,2195.0,Trento,Economico,*,352,98.9
Economico,1988.0,Trieste,Economico,*,79,100.0
Economico,1897.0,Tuscia,Economico,*,107,95.3
Economico,1977.0,Udine,Economico,*,156,96.6
Economico,1872.0,Urbino Carlo Bo,Economico,*,128,98.5
Economico,1923.0,Valle d’Aosta,Economico,*,37,100.0
Economico,2065.0,Venezia Ca’ Foscari,Economico,*,1013,96.7
Economico,2032.0,Verona,Economico,*,425,99.2
Economico,1872.0,eCampus - telematica,Economico,*,177,94.1
Economico,2006.0,*,Economico,Laurea magistrale biennale,16534,96.3
Economico,1714.0,Bari,Economico,Laurea magistrale biennale,418,95.7
Economico,1826.0,Basilicata,Economico,Laurea magistrale biennale,25,100.0
Economico,2095.0,Bergamo,Economico,Laurea magistrale biennale,423,97.7
Economico,2146.0,Bologna,Economico,Laurea magistrale biennale,1023,97.5
Economico,2577.0,Bolzano,Economico,Laurea magistrale biennale,41,100.0
Economico,2193.0,Brescia,Economico,Laurea magistrale biennale,175,97.8
Economico,1881.0,Cagliari,Economico,Laurea magistrale biennale,133,95.8
Economico,1738.0,Calabria,Economico,Laurea magistrale biennale,222,92.6
Economico,1967.0,Campania Luigi Vanvitelli,Economico,Laurea magistrale biennale,244,90.0
Economico,1899.0,Cassino e Lazio Meridionale,Economico,Laurea magistrale biennale,124,95.3
Economico,1778.0,Catania,Economico,Laurea magistrale biennale,250,97.1
Economico,1751.0,Catanzaro,Economico,Laurea magistrale biennale,43,96.2
Economico,1804.0,Chieti e Pescara,Economico,Laurea magistrale biennale,239,92.7
Economico,1698.0,Enna Kore,Economico,Laurea magistrale biennale,34,95.5
Economico,2101.0,Ferrara,Economico,Laurea magistrale biennale,184,93.4
Economico,1990.0,Firenze,Economico,Laurea magistrale biennale,328,94.9
Economico,1811.0,Foggia,Economico,Laurea magistrale biennale,148,92.4
Economico,2054.0,Genova,Economico,Laurea magistrale biennale,178,95.5
Economico,2009.0,Giustino Fortunato - telematica,Economico,Laurea magistrale biennale,70,92.1
Economico,2235.0,Insubria,Economico,Laurea magistrale biennale,104,98.1
Economico,2202.0,LIUC Carlo Cattaneo,Economico,Laurea magistrale biennale,361,97.4
Economico,1952.0,LUM Giuseppe Degennaro,Economico,Laurea magistrale biennale,103,95.1
Economico,1838.0,L’Aquila,Economico,Laurea magistrale biennale,62,95.3
Economico,1789.0,Macerata,Economico,Laurea magistrale biennale,74,87.5
Economico,1888.0,Marche Politecnica,Economico,Laurea magistrale biennale,330,96.9
Economico,1705.0,Messina,Economico,Laurea magistrale biennale,150,88.2
Economico,2203.0,Milano,Economico,Laurea magistrale biennale,216,99.0
Economico,2111.0,Milano Bicocca,Economico,Laurea magistrale biennale,511,96.8
Economico,1951.0,Milano IULM,Economico,Laurea magistrale biennale,30,100.0
Economico,1969.0,Modena e Reggio Emilia,Economico,Laurea magistrale biennale,435,96.7
Economico,1577.0,Molise,Economico,Laurea magistrale biennale,55,86.7
Economico,,Napoli Benincasa,Economico,Laurea magistrale biennale,1,
Economico,1965.0,Napoli Federico II,Economico,Laurea magistrale biennale,698,97.0
Economico,1909.0,Napoli Parthenope,Economico,Laurea magistrale biennale,304,93.8
Economico,2283.0,Padova,Economico,Laurea magistrale biennale,217,96.5
Economico,1752.0,Palermo,Economico,Laurea magistrale biennale,172,96.4
Economico,1984.0,Parma,Economico,Laurea magistrale biennale,429,97.4
Economico,2277.0,Pavia,Economico,Laurea magistrale biennale,351,98.8
Economico,1824.0,Perugia,Economico,Laurea magistrale biennale,154,98.7
Economico,1923.0,Piemonte Orientale,Economico,Laurea magistrale biennale,209,94.9
Economico,1961.0,Pisa,Economico,Laurea magistrale biennale,385,97.9
Economico,1907.0,Reggio Calabria Mediterranea,Economico,Laurea magistrale biennale,43,80.0
Economico,2087.0,Roma Europea,Economico,Laurea magistrale biennale,27,100.0
Economico,1980.0,Roma LUMSA,Economico,Laurea magistrale biennale,62,96.3
Economico,2098.0,Roma Link,Economico,Laurea magistrale biennale,54,93.1
Economico,1999.0,Roma Sapienza,Economico,Laurea magistrale biennale,984,95.9
Economico,2024.0,Roma Tor Vergata,Economico,Laurea magistrale biennale,555,95.6
Economico,1954.0,Roma Tre,Economico,Laurea magistrale biennale,372,97.7
Economico,1961.0,Roma UNINT,Economico,Laurea magistrale biennale,122,93.3
Economico,1660.0,Salento,Economico,Laurea magistrale biennale,144,93.5
Economico,1905.0,Salerno,Economico,Laurea magistrale biennale,345,95.9
Economico,1665.0,Sannio,Economico,Laurea magistrale biennale,68,88.9
Economico,1806.0,Sassari,Economico,Laurea magistrale biennale,141,97.1
Economico,2080.0,Scienze Gastronomiche,Economico,Laurea magistrale biennale,45,100.0
Economico,1997.0,Siena,Economico,Laurea magistrale biennale,333,97.0
Economico,,Teramo,Economico,Laurea magistrale biennale,3,
Economico,2172.0,Torino,Economico,Laurea magistrale biennale,1109,97.4
Economico,2195.0,Trento,Economico,Laurea magistrale biennale,352,98.9
Economico,1988.0,Trieste,Economico,Laurea magistrale biennale,79,100.0
Economico,1897.0,Tuscia,Economico,Laurea magistrale biennale,107,95.3
Economico,1977.0,Udine,Economico,Laurea magistrale biennale,156,96.6
Economico,1872.0,Urbino Carlo Bo,Economico,Laurea magistrale biennale,128,98.5
Economico,1923.0,Valle d’Aosta,Economico,Laurea magistrale biennale,37,100.0
Economico,2065.0,Venezia Ca’ Foscari,Economico,Laurea magistrale biennale,1013,96.7
Economico,2032.0,Verona,Economico,Laurea magistrale biennale,425,99.2
Economico,1872.0,eCampus - telematica,Economico,Laurea magistrale biennale,177,94.1
Educazione e formazione,1477.0,*,Educazione e formazione,*,7018,93.9
Educazione e formazione,1400.0,Bari,Educazione e formazione,*,187,87.0
Educazione e formazione,1461.0,Basilicata,Educazione e formazione,*,98,92.9
Educazione e formazione,1576.0,Bergamo,Educazione e formazione,*,111,94.3
Educazione e formazione,1451.0,Bologna,Educazione e formazione,*,438,94.9
Educazione e formazione,1798.0,Bolzano,Educazione e formazione,*,169,98.4
Educazione e formazione,1476.0,Cagliari,Educazione e formazione,*,120,92.8
Educazione e formazione,1432.0,Calabria,Educazione e formazione,*,230,88.8
Educazione e formazione,1477.0,Cassino e Lazio Meridionale,Educazione e formazione,*,54,90.5
Educazione e formazione,1436.0,Catania,Educazione e formazione,*,75,83.7
Educazione e formazione,1349.0,Chieti e Pescara,Educazione e formazione,*,62,93.3
Educazione e formazione,1478.0,Enna Kore,Educazione e formazione,*,179,98.1
Educazione e formazione,1478.0,Firenze,Educazione e formazione,*,313,91.3
Educazione e formazione,1405.0,Foggia,Educazione e formazione,*,102,91.5
Educazione e formazione,1499.0,Genova,Educazione e formazione,*,131,95.1
Educazione e formazione,1457.0,L’Aquila,Educazione e formazione,*,137,93.8
Educazione e formazione,1410.0,Macerata,Educazione e formazione,*,283,95.5
Educazione e formazione,1413.0,Messina,Educazione e formazione,*,91,82.2
Educazione e formazione,1557.0,Milano Bicocca,Educazione e formazione,*,622,96.9
Educazione e formazione,1402.0,Modena e Reggio Emilia,Educazione e formazione,*,184,96.1
Educazione e formazione,1481.0,Molise,Educazione e formazione,*,93,91.2
Educazione e formazione,1438.0,Napoli Benincasa,Educazione e formazione,*,427,93.9
Educazione e formazione,1453.0,Padova,Educazione e formazione,*,433,92.0
Educazione e formazione,1455.0,Palermo,Educazione e formazione,*,410,95.8
Educazione e formazione,1376.0,Parma,Educazione e formazione,*,60,100.0
Educazione e formazione,1437.0,Perugia,Educazione e formazione,*,140,94.0
Educazione e formazione,1438.0,Roma Europea,Educazione e formazione,*,48,100.0
Educazione e formazione,1493.0,Roma LUMSA,Educazione e formazione,*,149,90.0
Educazione e formazione,1417.0,Roma Sapienza,Educazione e formazione,*,43,90.0
Educazione e formazione,1448.0,Roma Tor Vergata,Educazione e formazione,*,42,100.0
Educazione e formazione,1472.0,Roma Tre,Educazione e formazione,*,374,95.9
Educazione e formazione,1322.0,Salento,Educazione e formazione,*,74,93.9
Educazione e formazione,1443.0,Salerno,Educazione e formazione,*,295,92.8
Educazione e formazione,,Sassari,Educazione e formazione,*,4,
Educazione e formazione,1606.0,Siena,Educazione e formazione,*,26,100.0
Educazione e formazione,1492.0,Torino,Educazione e formazione,*,309,91.3
Educazione e formazione,1496.0,Udine,Educazione e formazione,*,104,100.0
Educazione e formazione,1464.0,Urbino Carlo Bo,Educazione e formazione,*,134,97.3
Educazione e formazione,,Valle d’Aosta,Educazione e formazione,*,10,
Educazione e formazione,1501.0,Verona,Educazione e formazione,*,101,98.0
Educazione e formazione,1547.0,eCampus - telematica,Educazione e formazione,*,156,89.2
Educazione e formazione,1490.0,*,Educazione e formazione,Laurea magistrale a ciclo unico,3885,96.2
Educazione e formazione,1454.0,Bari,Educazione e formazione,Laurea magistrale a ciclo unico,82,90.2
Educazione e formazione,1461.0,Basilicata,Educazione e formazione,Laurea magistrale a ciclo unico,98,92.9
Educazione e formazione,1477.0,Bologna,Educazione e formazione,Laurea magistrale a ciclo unico,192,96.5
Educazione e formazione,1798.0,Bolzano,Educazione e formazione,Laurea magistrale a ciclo unico,169,98.4
Educazione e formazione,1526.0,Cagliari,Educazione e formazione,Laurea magistrale a ciclo unico,63,100.0
Educazione e formazione,1480.0,Calabria,Educazione e formazione,Laurea magistrale a ciclo unico,150,91.2
Educazione e formazione,1478.0,Enna Kore,Educazione e formazione,Laurea magistrale a ciclo unico,179,98.1
Educazione e formazione,1475.0,Firenze,Educazione e formazione,Laurea magistrale a ciclo unico,198,91.9
Educazione e formazione,1523.0,Genova,Educazione e formazione,Laurea magistrale a ciclo unico,70,100.0
Educazione e formazione,1457.0,L’Aquila,Educazione e formazione,Laurea magistrale a ciclo unico,137,93.8
Educazione e formazione,1455.0,Macerata,Educazione e formazione,Laurea magistrale a ciclo unico,99,100.0
Educazione e formazione,1483.0,Milano Bicocca,Educazione e formazione,Laurea magistrale a ciclo unico,301,98.5
Educazione e formazione,1431.0,Modena e Reggio Emilia,Educazione e formazione,Laurea magistrale a ciclo unico,95,100.0
Educazione e formazione,1481.0,Molise,Educazione e formazione,Laurea magistrale a ciclo unico,93,91.2
Educazione e formazione,1445.0,Napoli Benincasa,Educazione e formazione,Laurea magistrale a ciclo unico,316,96.7
Educazione e formazione,1471.0,Padova,Educazione e formazione,Laurea magistrale a ciclo unico,264,93.1
Educazione e formazione,1484.0,Palermo,Educazione e formazione,Laurea magistrale a ciclo unico,239,99.2
Educazione e formazione,1424.0,Perugia,Educazione e formazione,Laurea magistrale a ciclo unico,94,92.9
Educazione e formazione,1438.0,Roma Europea,Educazione e formazione,Laurea magistrale a ciclo unico,48,100.0
Educazione e formazione,1445.0,Roma LUMSA,Educazione e formazione,Laurea magistrale a ciclo unico,129,89.6
Educazione e formazione,1453.0,Roma Tre,Educazione e formazione,Laurea magistrale a ciclo unico,205,98.5
Educazione e formazione,1537.0,Salento,Educazione e formazione,Laurea magistrale a ciclo unico,29,94.4
Educazione e formazione,1471.0,Salerno,Educazione e formazione,Laurea magistrale a ciclo unico,172,98.0
Educazione e formazione,1492.0,Torino,Educazione e formazione,Laurea magistrale a ciclo unico,216,93.9
Educazione e formazione,1496.0,Udine,Educazione e formazione,Laurea magistrale a ciclo unico,104,100.0
Educazione e formazione,1464.0,Urbino Carlo Bo,Educazione e formazione,Laurea magistrale a ciclo unico,133,97.3
Educazione e formazione,1542.0,Valle d’Aosta,Educazione e formazione,Laurea magistrale a ciclo unico,10,100.0
Educazione e formazione,1459.0,*,Educazione e formazione,Laurea magistrale biennale,3133,91.0
Educazione e formazione,1352.0,Bari,Educazione e formazione,Laurea magistrale biennale,105,84.3
Educazione e formazione,1576.0,Bergamo,Educazione e formazione,Laurea magistrale biennale,111,94.3
Educazione e formazione,1433.0,Bologna,Educazione e formazione,Laurea magistrale biennale,246,93.8
Educazione e formazione,1415.0,Cagliari,Educazione e formazione,Laurea magistrale biennale,57,85.3
Educazione e formazione,1345.0,Calabria,Educazione e formazione,Laurea magistrale biennale,80,84.6
Educazione e formazione,1477.0,Cassino e Lazio Meridionale,Educazione e formazione,Laurea magistrale biennale,54,90.5
Educazione e formazione,1436.0,Catania,Educazione e formazione,Laurea magistrale biennale,75,83.7
Educazione e formazione,1349.0,Chieti e Pescara,Educazione e formazione,Laurea magistrale biennale,62,93.3
Educazione e formazione,1483.0,Firenze,Educazione e formazione,Laurea magistrale biennale,115,90.6
Educazione e formazione,1405.0,Foggia,Educazione e formazione,Laurea magistrale biennale,102,91.5
Educazione e formazione,1473.0,Genova,Educazione e formazione,Laurea magistrale biennale,61,90.0
Educazione e formazione,1382.0,Macerata,Educazione e formazione,Laurea magistrale biennale,184,92.9
Educazione e formazione,1413.0,Messina,Educazione e formazione,Laurea magistrale biennale,91,82.2
Educazione e formazione,1619.0,Milano Bicocca,Educazione e formazione,Laurea magistrale biennale,321,95.6
Educazione e formazione,1363.0,Modena e Reggio Emilia,Educazione e formazione,Laurea magistrale biennale,89,91.1
Educazione e formazione,1421.0,Napoli Benincasa,Educazione e formazione,Laurea magistrale biennale,111,87.3
Educazione e formazione,1424.0,Padova,Educazione e formazione,Laurea magistrale biennale,169,90.3
Educazione e formazione,1402.0,Palermo,Educazione e formazione,Laurea magistrale biennale,171,90.3
Educazione e formazione,1376.0,Parma,Educazione e formazione,Laurea magistrale biennale,60,100.0
Educazione e formazione,1459.0,Perugia,Educazione e formazione,Laurea magistrale biennale,46,96.0
Educazione e formazione,1761.0,Roma LUMSA,Educazione e formazione,Laurea magistrale biennale,20,92.3
Educazione e formazione,1417.0,Roma Sapienza,Educazione e formazione,Laurea magistrale biennale,43,90.0
Educazione e formazione,1448.0,Roma Tor Vergata,Educazione e formazione,Laurea magistrale biennale,42,100.0
Educazione e formazione,1505.0,Roma Tre,Educazione e formazione,Laurea magistrale biennale,169,91.7
Educazione e formazione,1061.0,Salento,Educazione e formazione,Laurea magistrale biennale,45,93.3
Educazione e formazione,1393.0,Salerno,Educazione e formazione,Laurea magistrale biennale,123,84.8
Educazione e formazione,,Sassari,Educazione e formazione,Laurea magistrale biennale,4,
Educazione e formazione,1606.0,Siena,Educazione e formazione,Laurea magistrale biennale,26,100.0
Educazione e formazione,1492.0,Torino,Educazione e formazione,Laurea magistrale biennale,93,86.5
Educazione e formazione,,Urbino Carlo Bo,Educazione e formazione,Laurea magistrale biennale,1,
Educazione e formazione,1501.0,Verona,Educazione e formazione,Laurea magistrale biennale,101,98.0
Educazione e formazione,1547.0,eCampus - telematica,Educazione e formazione,Laurea magistrale biennale,156,89.2
Giuridico,1911.0,*,Giuridico,*,12154,91.6
Giuridico,1784.0,Bari,Giuridico,*,498,88.9
Giuridico,2001.0,Bergamo,Giuridico,*,101,97.3
Giuridico,1974.0,Bologna,Giuridico,*,944,94.1
Giuridico,2150.0,Brescia,Giuridico,*,113,93.4
Giuridico,1823.0,Cagliari,Giuridico,*,125,91.9
Giuridico,1749.0,Calabria,Giuridico,*,146,87.2
Giuridico,1730.0,Camerino,Giuridico,*,57,88.9
Giuridico,1849.0,Campania Luigi Vanvitelli,Giuridico,*,242,86.8
Giuridico,1751.0,Cassino e Lazio Meridionale,Giuridico,*,89,88.9
Giuridico,1807.0,Catania,Giuridico,*,286,89.9
Giuridico,1720.0,Catanzaro,Giuridico,*,179,77.6
Giuridico,1777.0,Enna Kore,Giuridico,*,87,83.9
Giuridico,1842.0,Ferrara,Giuridico,*,118,92.3
Giuridico,1890.0,Firenze,Giuridico,*,340,91.9
Giuridico,1740.0,Foggia,Giuridico,*,70,85.7
Giuridico,1895.0,Genova,Giuridico,*,190,95.6
Giuridico,1934.0,Giustino Fortunato - telematica,Giuridico,*,91,94.1
Giuridico,2208.0,Insubria,Giuridico,*,75,88.6
Giuridico,2148.0,LIUC Carlo Cattaneo,Giuridico,*,37,100.0
Giuridico,1890.0,LUM Giuseppe Degennaro,Giuridico,*,66,89.5
Giuridico,1915.0,Macerata,Giuridico,*,123,98.5
Giuridico,1865.0,Messina,Giuridico,*,252,88.9
Giuridico,2146.0,Milano,Giuridico,*,665,90.7
Giuridico,1962.0,Milano Bicocca,Giuridico,*,257,96.2
Giuridico,1827.0,Modena e Reggio Emilia,Giuridico,*,127,97.1
Giuridico,1902.0,Molise,Giuridico,*,84,83.9
Giuridico,1973.0,Napoli Benincasa,Giuridico,*,86,95.8
Giuridico,1864.0,Napoli Federico II,Giuridico,*,989,89.7
Giuridico,2068.0,Napoli Parthenope,Giuridico,*,132,93.7
Giuridico,1909.0,Padova,Giuridico,*,267,94.2
Giuridico,1807.0,Palermo,Giuridico,*,439,89.0
Giuridico,1837.0,Parma,Giuridico,*,103,98.2
Giuridico,2093.0,Pavia,Giuridico,*,141,92.9
Giuridico,1699.0,Perugia,Giuridico,*,124,89.4
Giuridico,1862.0,Piemonte Orientale,Giuridico,*,86,88.2
Giuridico,1887.0,Pisa,Giuridico,*,298,93.9
Giuridico,1955.0,Reggio Calabria Mediterranea,Giuridico,*,126,86.2
Giuridico,2251.0,Roma Europea,Giuridico,*,17,87.5
Giuridico,1882.0,Roma LUMSA,Giuridico,*,197,89.0
Giuridico,1681.0,Roma Link,Giuridico,*,35,100.0
Giuridico,1941.0,Roma Sapienza,Giuridico,*,510,94.0
Giuridico,1883.0,Roma Tor Vergata,Giuridico,*,171,91.3
Giuridico,1982.0,Roma Tre,Giuridico,*,516,96.6
Giuridico,1631.0,Salento,Giuridico,*,190,93.9
Giuridico,1799.0,Salerno,Giuridico,*,315,91.0
Giuridico,1785.0,Sannio,Giuridico,*,96,80.0
Giuridico,1668.0,Sassari,Giuridico,*,96,87.9
Giuridico,1958.0,Siena,Giuridico,*,134,94.1
Giuridico,1919.0,Teramo,Giuridico,*,152,92.1
Giuridico,1965.0,Torino,Giuridico,*,447,92.6
Giuridico,2102.0,Trento,Giuridico,*,387,94.1
Giuridico,1936.0,Trieste,Giuridico,*,131,98.6
Giuridico,1776.0,Tuscia,Giuridico,*,52,97.2
Giuridico,1777.0,Udine,Giuridico,*,76,89.2
Giuridico,2053.0,Urbino Carlo Bo,Giuridico,*,69,94.1
Giuridico,1947.0,Verona,Giuridico,*,165,91.6
Giuridico,1958.0,eCampus - telematica,Giuridico,*,245,87.6
Giuridico,1911.0,*,Giuridico,Laurea magistrale a ciclo unico,12132,91.6
Giuridico,1784.0,Bari,Giuridico,Laurea magistrale a ciclo unico,498,88.9
Giuridico,2001.0,Bergamo,Giuridico,Laurea magistrale a ciclo unico,101,97.3
Giuridico,1974.0,Bologna,Giuridico,Laurea magistrale a ciclo unico,943,94.1
Giuridico,2150.0,Brescia,Giuridico,Laurea magistrale a ciclo unico,113,93.4
Giuridico,1823.0,Cagliari,Giuridico,Laurea magistrale a ciclo unico,124,91.9
Giuridico,1749.0,Calabria,Giuridico,Laurea magistrale a ciclo unico,146,87.2
Giuridico,1730.0,Camerino,Giuridico,Laurea magistrale a ciclo unico,57,88.9
Giuridico,1849.0,Campania Luigi Vanvitelli,Giuridico,Laurea magistrale a ciclo unico,242,86.8
Giuridico,1751.0,Cassino e Lazio Meridionale,Giuridico,Laurea magistrale a ciclo unico,89,88.9
Giuridico,1807.0,Catania,Giuridico,Laurea magistrale a ciclo unico,285,89.9
Giuridico,1720.0,Catanzaro,Giuridico,Laurea magistrale a ciclo unico,179,77.6
Giuridico,1777.0,Enna Kore,Giuridico,Laurea magistrale a ciclo unico,87,83.9
Giuridico,1842.0,Ferrara,Giuridico,Laurea magistrale a ciclo unico,118,92.3
Giuridico,1890.0,Firenze,Giuridico,Laurea magistrale a ciclo unico,340,91.9
Giuridico,1740.0,Foggia,Giuridico,Laurea magistrale a ciclo unico,70,85.7
Giuridico,1895.0,Genova,Giuridico,Laurea magistrale a ciclo unico,190,95.6
Giuridico,1934.0,Giustino Fortunato - telematica,Giuridico,Laurea magistrale a ciclo unico,91,94.1
Giuridico,2208.0,Insubria,Giuridico,Laurea magistrale a ciclo unico,75,88.6
Giuridico,2148.0,LIUC Carlo Cattaneo,Giuridico,Laurea magistrale a ciclo unico,37,100.0
Giuridico,1890.0,LUM Giuseppe Degennaro,Giuridico,Laurea magistrale a ciclo unico,66,89.5
Giuridico,1915.0,Macerata,Giuridico,Laurea magistrale a ciclo unico,123,98.5
Giuridico,1865.0,Messina,Giuridico,Laurea magistrale a ciclo unico,252,88.9
Giuridico,2146.0,Milano,Giuridico,Laurea magistrale a ciclo unico,664,90.7
Giuridico,1962.0,Milano Bicocca,Giuridico,Laurea magistrale a ciclo unico,257,96.2
Giuridico,1827.0,Modena e Reggio Emilia,Giuridico,Laurea magistrale a ciclo unico,127,97.1
Giuridico,1902.0,Molise,Giuridico,Laurea magistrale a ciclo unico,84,83.9
Giuridico,1973.0,Napoli Benincasa,Giuridico,Laurea magistrale a ciclo unico,86,95.8
Giuridico,1864.0,Napoli Federico II,Giuridico,Laurea magistrale a ciclo unico,989,89.7
Giuridico,2068.0,Napoli Parthenope,Giuridico,Laurea magistrale a ciclo unico,131,93.7
Giuridico,1909.0,Padova,Giuridico,Laurea magistrale a ciclo unico,266,94.2
Giuridico,1807.0,Palermo,Giuridico,Laurea magistrale a ciclo unico,439,89.0
Giuridico,1837.0,Parma,Giuridico,Laurea magistrale a ciclo unico,103,98.2
Giuridico,2093.0,Pavia,Giuridico,Laurea magistrale a ciclo unico,141,92.9
Giuridico,1699.0,Perugia,Giuridico,Laurea magistrale a ciclo unico,124,89.4
Giuridico,1862.0,Piemonte Orientale,Giuridico,Laurea magistrale a ciclo unico,86,88.2
Giuridico,1887.0,Pisa,Giuridico,Laurea magistrale a ciclo unico,293,95.2
Giuridico,1955.0,Reggio Calabria Mediterranea,Giuridico,Laurea magistrale a ciclo unico,126,86.2
Giuridico,2251.0,Roma Europea,Giuridico,Laurea magistrale a ciclo unico,17,87.5
Giuridico,1882.0,Roma LUMSA,Giuridico,Laurea magistrale a ciclo unico,197,89.0
Giuridico,1681.0,Roma Link,Giuridico,Laurea magistrale a ciclo unico,35,100.0
Giuridico,1941.0,Roma Sapienza,Giuridico,Laurea magistrale a ciclo unico,510,94.0
Giuridico,1883.0,Roma Tor Vergata,Giuridico,Laurea magistrale a ciclo unico,171,91.3
Giuridico,1983.0,Roma Tre,Giuridico,Laurea magistrale a ciclo unico,514,96.6
Giuridico,1624.0,Salento,Giuridico,Laurea magistrale a ciclo unico,186,93.8
Giuridico,1799.0,Salerno,Giuridico,Laurea magistrale a ciclo unico,315,91.0
Giuridico,1785.0,Sannio,Giuridico,Laurea magistrale a ciclo unico,96,80.0
Giuridico,1668.0,Sassari,Giuridico,Laurea magistrale a ciclo unico,96,87.9
Giuridico,1958.0,Siena,Giuridico,Laurea magistrale a ciclo unico,134,94.1
Giuridico,1919.0,Teramo,Giuridico,Laurea magistrale a ciclo unico,151,92.1
Giuridico,1965.0,Torino,Giuridico,Laurea magistrale a ciclo unico,446,92.6
Giuridico,2102.0,Trento,Giuridico,Laurea magistrale a ciclo unico,387,94.1
Giuridico,1941.0,Trieste,Giuridico,Laurea magistrale a ciclo unico,129,98.6
Giuridico,1776.0,Tuscia,Giuridico,Laurea magistrale a ciclo unico,52,97.2
Giuridico,1777.0,Udine,Giuridico,Laurea magistrale a ciclo unico,76,89.2
Giuridico,2053.0,Urbino Carlo Bo,Giuridico,Laurea magistrale a ciclo unico,69,94.1
Giuridico,1947.0,Verona,Giuridico,Laurea magistrale a ciclo unico,164,91.6
Giuridico,1958.0,eCampus - telematica,Giuridico,Laurea magistrale a ciclo unico,245,87.6
Giuridico,1776.0,*,Giuridico,Laurea magistrale biennale,22,71.4
Giuridico,,Bologna,Giuridico,Laurea magistrale biennale,1,
Giuridico,,Cagliari,Giuridico,Laurea magistrale biennale,1,
Giuridico,,Catania,Giuridico,Laurea magistrale biennale,1,
Giuridico,,Milano,Giuridico,Laurea magistrale biennale,1,
Giuridico,,Napoli Parthenope,Giuridico,Laurea magistrale biennale,1,
Giuridico,,Padova,Giuridico,Laurea magistrale biennale,1,
Giuridico,,Pisa,Giuridico,Laurea magistrale biennale,5,
Giuridico,,Roma Tre,Giuridico,Laurea magistrale biennale,2,
Giuridico,,Salento,Giuridico,Laurea magistrale biennale,4,
Giuridico,,Teramo,Giuridico,Laurea magistrale biennale,1,
Giuridico,,Torino,Giuridico,Laurea magistrale biennale,1,
Giuridico,,Trieste,Giuridico,Laurea magistrale biennale,2,
Giuridico,,Verona,Giuridico,Laurea magistrale biennale,1,
Informatica e tecnologie ICT,2226.0,*,Informatica e tecnologie ICT,*,1336,97.0
Informatica e tecnologie ICT,2235.0,Bari,Informatica e tecnologie ICT,*,46,96.2
Informatica e tecnologie ICT,2213.0,Bologna,Informatica e tecnologie ICT,*,59,96.4
Informatica e tecnologie ICT,1746.0,Bolzano,Informatica e tecnologie ICT,*,32,100.0
Informatica e tecnologie ICT,1876.0,Cagliari,Informatica e tecnologie ICT,*,32,100.0
Informatica e tecnologie ICT,1848.0,Calabria,Informatica e tecnologie ICT,*,18,100.0
Informatica e tecnologie ICT,2709.0,Camerino,Informatica e tecnologie ICT,*,37,94.1
Informatica e tecnologie ICT,2352.0,Catania,Informatica e tecnologie ICT,*,37,94.1
Informatica e tecnologie ICT,2197.0,Firenze,Informatica e tecnologie ICT,*,10,100.0
Informatica e tecnologie ICT,1917.0,Genova,Informatica e tecnologie ICT,*,27,100.0
Informatica e tecnologie ICT,2513.0,Insubria,Informatica e tecnologie ICT,*,24,100.0
Informatica e tecnologie ICT,2076.0,L’Aquila,Informatica e tecnologie ICT,*,16,100.0
Informatica e tecnologie ICT,,Messina,Informatica e tecnologie ICT,*,5,
Informatica e tecnologie ICT,2325.0,Milano,Informatica e tecnologie ICT,*,127,98.5
Informatica e tecnologie ICT,2392.0,Milano Bicocca,Informatica e tecnologie ICT,*,146,98.6
Informatica e tecnologie ICT,2626.0,Modena e Reggio Emilia,Informatica e tecnologie ICT,*,8,100.0
Informatica e tecnologie ICT,2334.0,Molise,Informatica e tecnologie ICT,*,15,100.0
Informatica e tecnologie ICT,2090.0,Napoli Federico II,Informatica e tecnologie ICT,*,15,77.8
